"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"7206","First study comparing #gestational #diabetes in #Indian and Swedish women shows that the former are younger, leaner… https://t.co/7vQauiFg26",FALSE,1,NA,2019-04-28 05:53:56,TRUE,NA,"1122378391846412288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MediBulletin",0,FALSE,FALSE,NA,NA
"7207","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 05:47:26,FALSE,NA,"1122376759599493120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2004Raman",81,TRUE,FALSE,NA,NA
"7208","The power of the vote is immense and we all need to improve awareness on its importance.
#VoteForIndia #7MedIndia… https://t.co/dvKNF2cYCr",FALSE,0,NA,2019-04-28 05:44:38,TRUE,NA,"1122376051378671616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","7medIndia",0,FALSE,FALSE,NA,NA
"7209","RT @Diabetes_Secret: A hip video related to Diabetes Reversed Naturally https://t.co/y9pCDucmnJ #diabetes",FALSE,0,NA,2019-04-28 05:40:27,FALSE,NA,"1122374999980085249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TonyVmarquez07",1,TRUE,FALSE,NA,NA
"7210","Thumbs up on Less-Sugar Chobani #yogurt. #chasingdiets #diabetes #obesity https://t.co/NSMLXztdLo",FALSE,1,NA,2019-04-28 05:39:19,FALSE,NA,"1122374714922426369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robziltzerMD",0,FALSE,FALSE,NA,NA
"7211","Talk to your doctor about your #healthnumbers is the way out of #hypertension and #diabetes crisis #Nigeria… https://t.co/ZlSKamtWu6",FALSE,0,NA,2019-04-28 05:35:49,TRUE,NA,"1122373836484296704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","benphemmy",0,FALSE,FALSE,NA,NA
"7212","RT @Diabetes_Secret: Have a look at this Reverse Diabetes 100% Naturally https://t.co/y9pCDucmnJ #diabetes",FALSE,0,NA,2019-04-28 05:35:49,FALSE,NA,"1122373835377053697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TonyVmarquez07",1,TRUE,FALSE,NA,NA
"7213","Free, full-text: https://t.co/Ra45W8In35 #diabetes #diet #food #health #nutrition https://t.co/AqnMaJ9jyu",FALSE,2,NA,2019-04-28 05:35:01,FALSE,NA,"1122373631475056640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HealthyFellow",0,FALSE,FALSE,NA,NA
"7214","Oh the joys of an 18.6 at 6.00am 😢#diabetes #gbdoc",FALSE,10,NA,2019-04-28 05:34:47,FALSE,NA,"1122373572570288128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KateMcMahon__",0,FALSE,FALSE,NA,NA
"7215","@McDonalds 
Your commercials are lies! Ive worked in your kitchen for 3 days at 16 years old and threw up!

But I s… https://t.co/LYjjuBm1to",FALSE,0,"McDonalds",2019-04-28 05:32:12,TRUE,NA,"1122372923455569921","71026122","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsredkev",0,FALSE,FALSE,NA,NA
"7216","#Diabetes drug has heart and kidney benefits, researchers find https://t.co/XbJeuHUVMM https://t.co/uLF26zZUOw",FALSE,0,NA,2019-04-28 05:30:37,FALSE,NA,"1122372525860642817",NA,"<a href=""http://postplanner.com"" rel=""nofollow"">Post Planner Inc.</a>","24x7esubmission",0,FALSE,FALSE,NA,NA
"7217","Inaccurate #StockPhotos, it's not just a problem in #diabetes. @just_TUX shares the detrimental impact of bad stock… https://t.co/DnyRpF55W7",FALSE,1,NA,2019-04-28 05:28:54,TRUE,NA,"1122372093159460864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","type2musings",0,FALSE,FALSE,NA,NA
"7218","RT @FatEmperor: Calling #Irish and international community - I need to get on #RTE and counter this outrageous content - please retweet if…",FALSE,0,NA,2019-04-28 05:24:32,FALSE,NA,"1122370996680310784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mister_hunt",159,TRUE,FALSE,NA,NA
"7219","Dear @westbrookdanni #EastEnders @bbceastenders @EastEndersPress @ITVJeremyKyle @jeremykyletv #jeremykyle I am very… https://t.co/juMRt9mTkf",FALSE,2,NA,2019-04-28 05:16:40,TRUE,NA,"1122369014859218944",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","eea38695b7104c1",1,FALSE,FALSE,NA,NA
"7220","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 05:13:06,FALSE,NA,"1122368118133706752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rxdiet1Robin",81,TRUE,FALSE,NA,NA
"7221","Dear #nurse @DrG_NHS I am being sick feel ill every time I eat even bread + #heartburn is it #diabetes ? Meds?somet… https://t.co/5oySzaAfvV",FALSE,2,NA,2019-04-28 05:10:10,TRUE,NA,"1122367378489270272",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","eea38695b7104c1",1,FALSE,FALSE,NA,NA
"7222","RT @FructoseNo: But once you see the benefits of #lowcarb you cannot unsee them, especially in #diabetes control - #T1 and #T2 #wecandobett…",FALSE,0,NA,2019-04-28 05:08:53,FALSE,NA,"1122367055968096256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DebBee57",12,TRUE,FALSE,NA,NA
"7223","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 05:01:29,FALSE,NA,"1122365195102425088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mountainbrz_ec",81,TRUE,FALSE,NA,NA
"7224","#KETOSIS - Health Benefits Of Ketogenic Carnivore Diet #Shirt

BUY here: https://t.co/ZpJSeiQ8W2

#Ketogenic #Keto… https://t.co/pMcYRnF399",FALSE,4,NA,2019-04-28 04:59:25,TRUE,NA,"1122364673981075458",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","eyerubdesigns",0,FALSE,FALSE,NA,NA
"7225","Does an anti-malarial drug hold promise as a #diabetes treatment? #AACE2019 @TheAACE #EndoTwitter

https://t.co/95kOoYg2qC",FALSE,1,NA,2019-04-28 04:58:28,FALSE,NA,"1122364435627040768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MedPageEndo",0,FALSE,FALSE,NA,NA
"7226","Check out this great blog on Holiday Stress &amp; Food. https://t.co/3kvGYch5Qv #Diabetes #Diabetic #PWD #BingeEating",FALSE,0,NA,2019-04-28 04:58:15,FALSE,NA,"1122364380451151872",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","DiabeticTalks",0,FALSE,FALSE,NA,NA
"7227","Amazing what #NSNG and #IntermittentFasting can do for your #diabetes",FALSE,0,NA,2019-04-28 04:45:02,FALSE,NA,"1122361052870524929",NA,"<a href=""https://github.com/parkr/ebooks"" rel=""nofollow"">PhoneBoy eBooks</a>","PhoneBoySaidSo",0,FALSE,FALSE,NA,NA
"7228","Please Share. My daughter lost it all #wichita #gofundme #fire #diabetes.

Angela Garcia's apartment fire https://t.co/t9s2Dk3xId",FALSE,0,NA,2019-04-28 04:41:47,FALSE,NA,"1122360235090436096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JohnnyG66",1,FALSE,FALSE,NA,NA
"7229","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 04:38:46,FALSE,NA,"1122359479461457920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","babilon1271",81,TRUE,FALSE,NA,NA
"7230","It's finally happening!! Today I'm #running @LondonMarathon for @DiabetesUK please #donate via #justgiving… https://t.co/lybS0ypU4a",FALSE,5,NA,2019-04-28 04:34:50,TRUE,NA,"1122358486296297472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RunnerBearded",0,FALSE,FALSE,NA,NA
"7231","RT @KulikovUNIATF: Nonalcoholic fatty liver disease found in large numbers of teenagers and young adults, putting them at risk of liver #ca…",FALSE,0,NA,2019-04-28 04:31:37,FALSE,NA,"1122357676124459008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Muzzpol",65,TRUE,FALSE,NA,NA
"7232","#EAT MEAT - Prevent Diabetes With Ketogenic Diet #Beauty #Bag

BUY here: https://t.co/keZGBJdVgK

#Ketogenic #Keto… https://t.co/VsncwRGx37",FALSE,0,NA,2019-04-28 04:29:38,TRUE,NA,"1122357178860490752",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","eyerubdesigns",0,FALSE,FALSE,NA,NA
"7233","RT @SDad3x619: #PadresTwitter if you didn't know, now ya know. We're all affected by someone in our lives who is sick or needs assistance.…",FALSE,0,NA,2019-04-28 04:23:03,FALSE,NA,"1122355522580037632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","effin_lady",3,TRUE,FALSE,NA,NA
"7234","🌴Did you know, that T432 contains both Chromium and Cinnamon!? Which have both been associated with improving insul… https://t.co/o5qCvPFrZt",FALSE,1,NA,2019-04-28 04:21:35,TRUE,NA,"1122355153980379137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","liftgear",0,FALSE,FALSE,NA,NA
"7235","RT @WDD: The amount of nutrients in the diet of children with #diabetes depends on age, weight, activity and the medication they take. Lear…",FALSE,0,NA,2019-04-28 04:19:02,FALSE,NA,"1122354512822525952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wolmo001",21,TRUE,FALSE,NA,NA
"7236","Wanna know more about the link between sleep deprivation with heart disease? Check the full length article from… https://t.co/PQWbpyraHN",FALSE,0,NA,2019-04-28 04:16:30,TRUE,NA,"1122353875045031936",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","catchsomesleepz",0,FALSE,FALSE,NA,NA
"7237","#PadresTwitter if you didn't know, now ya know. We're all affected by someone in our lives who is sick or needs ass… https://t.co/IZ2oL18PK1",FALSE,9,NA,2019-04-28 04:13:22,TRUE,NA,"1122353083646791680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SDad3x619",3,FALSE,FALSE,NA,NA
"7238","RT @kate_gajewska: Getting ready for the #T1Dglobal conference! Happy to represent Ireland 🇮🇪 and Poland 🇵🇱 in Costa Rica! 🇨🇷 up to 300 peo…",FALSE,0,NA,2019-04-28 04:10:14,FALSE,NA,"1122352297735073792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaritaHennessy",5,TRUE,FALSE,NA,NA
"7239","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 04:08:24,FALSE,NA,"1122351834738376704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ketocat25",81,TRUE,FALSE,NA,NA
"7240","RT @healthyojas: Diabetes Herb Bitter Melon or Gourd - https://t.co/CoU79keO6Y #Diabetes #Herbs #T2D #Herbal #Remedies #BitterMelon #Bitter…",FALSE,0,NA,2019-04-28 04:05:30,FALSE,NA,"1122351107479498752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bridgeofhopelv",13,TRUE,FALSE,NA,NA
"7241","Great to have this individual on Twitter:  #Diabetes #KidneyDisease #Alzheimers #Biotech #Stocks #Epigenetics https://t.co/6Ey3AJnVyM",FALSE,2,NA,2019-04-28 04:04:47,FALSE,NA,"1122350926906392576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AvoidTheBag",0,FALSE,FALSE,NA,NA
"7242","RT @TheHarryx1: ULTRA-RAPID PROFILE OF INSULIN HUMAN INHALATION POWDER MIMICS TIME-ACTION PROFILE OF PHYSIOLOGIC ABSORPTION OF GLUCOSE FROM…",FALSE,0,NA,2019-04-28 04:00:57,FALSE,NA,"1122349962174484480",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rockstudricky",13,TRUE,FALSE,NA,NA
"7243","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 03:55:10,FALSE,NA,"1122348507061297152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kezzybear1968",81,TRUE,FALSE,NA,NA
"7244","#Diet related #diseases produce crushing #health &amp; economic burdens. The US costs of #diabetes , #cardiovascular di… https://t.co/AMx3owO8ly",FALSE,0,NA,2019-04-28 03:54:18,TRUE,NA,"1122348288546443266",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LivenUpp",0,FALSE,FALSE,NA,NA
"7245","RT @DexNg5: Diabetes Treatment By Dex Ng: 
WhatsApp +6597712380 #diabetes #ifb https://t.co/9whfcdtIog",FALSE,0,NA,2019-04-28 03:54:08,FALSE,NA,"1122348244917522432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Precie07",1,TRUE,FALSE,NA,NA
"7246","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 03:53:20,FALSE,NA,"1122348044295471105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LDLSkeptic",81,TRUE,FALSE,NA,NA
"7247","A blog on accepting life with diabetes, here: https://t.co/zkZKdQx0ei #PWD #Diabetes #Diabetesproblems #dblog #psychotherapy",FALSE,0,NA,2019-04-28 03:53:06,FALSE,NA,"1122347985705295875",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","DiabeticTalks",0,FALSE,FALSE,NA,NA
"7248","RT @zigverve: Medical hemp oil and cannabis oil for diabetes

https://t.co/xsRQSKR8ji via @zigverve

#diabetes #cbdoil #hempoil #cannabis…",FALSE,0,NA,2019-04-28 03:45:14,FALSE,NA,"1122346007063252992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PastelRed_",11,TRUE,FALSE,NA,NA
"7249","RT @DietHeartNews: The failed cholesterol-obsession - The unspoken, forgotten issue: 
Missing the chance to identify actual multiple causes…",FALSE,0,NA,2019-04-28 03:44:38,FALSE,NA,"1122345855640465409",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ActivatedNutJob",7,TRUE,FALSE,NA,NA
"7250","RT @zigverve: Medical hemp oil and cannabis oil for diabetes

https://t.co/xsRQSKR8ji via @zigverve

#diabetes #cbdoil #hempoil #cannabis…",FALSE,0,NA,2019-04-28 03:43:37,FALSE,NA,"1122345597321637889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","quotten_",11,TRUE,FALSE,NA,NA
"7251","RT @zigverve: Medical hemp oil and cannabis oil for diabetes

https://t.co/xsRQSKR8ji via @zigverve

#diabetes #cbdoil #hempoil #cannabis…",FALSE,0,NA,2019-04-28 03:43:20,FALSE,NA,"1122345526953791488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","redfrills",11,TRUE,FALSE,NA,NA
"7252","RT @zigverve: Medical hemp oil and cannabis oil for diabetes

https://t.co/xsRQSKR8ji via @zigverve

#diabetes #cbdoil #hempoil #cannabis…",FALSE,0,NA,2019-04-28 03:42:54,FALSE,NA,"1122345419403436032",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zigreads",11,TRUE,FALSE,NA,NA
"7253","Hello All,

Join us at World Heart Congress during Nov 4-5, 2019 @ Rome Itay
Interested to join as speaker submit y… https://t.co/sj5jNENV7E",FALSE,1,NA,2019-04-28 03:41:47,TRUE,NA,"1122345136627732480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EthanMa24295627",0,FALSE,FALSE,NA,NA
"7254","RT @FatEmperor: Calling #Irish and international community - I need to get on #RTE and counter this outrageous content - please retweet if…",FALSE,0,NA,2019-04-28 03:40:23,FALSE,NA,"1122344783928672256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DerVermontreaL",159,TRUE,FALSE,NA,NA
"7255","RT @pmbjpbppi: Diabetes is considered as an incurable disease. However, recent developments, show that type 2 diabetes can be managed and,…",FALSE,0,NA,2019-04-28 03:36:37,FALSE,NA,"1122343837190348800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SanjayGRadadiya",44,TRUE,FALSE,NA,NA
"7256","RT @zigverve: Medical hemp oil and cannabis oil for diabetes

https://t.co/xsRQSKR8ji via @zigverve

#diabetes #cbdoil #hempoil #cannabis…",FALSE,0,NA,2019-04-28 03:33:29,FALSE,NA,"1122343047616798722",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ikishr",11,TRUE,FALSE,NA,NA
"7257","RT @zigverve: Medical hemp oil and cannabis oil for diabetes

https://t.co/xsRQSKR8ji via @zigverve

#diabetes #cbdoil #hempoil #cannabis…",FALSE,0,NA,2019-04-28 03:32:38,FALSE,NA,"1122342835720556544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_BooksWriters",11,TRUE,FALSE,NA,NA
"7258","@PhadkeTai Hey I remember it and still have it everyday #Britannia little heart despite my #diabetes",FALSE,1,"PhadkeTai",2019-04-28 03:31:51,FALSE,"1122072504439169024","1122342637879488513","118355823","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b_anand",0,FALSE,FALSE,NA,NA
"7259","RT @Medscape: A new study found that statin use increases the likelihood of incident type 2 #diabetes development. More details here. https…",FALSE,0,NA,2019-04-28 03:27:39,FALSE,NA,"1122341580528996354",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrOmar95482524",24,TRUE,FALSE,NA,NA
"7260","RT @1ProudCdn: #Meanwhile in Canada PM .@JustinTrudeau continues to #fight #IndigenousPeoples in #court; he still hasn’t lifted all #boilwa…",FALSE,0,NA,2019-04-28 03:18:15,FALSE,NA,"1122339215138672640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","davidhogben",1,TRUE,FALSE,NA,NA
"7261","RT @creightonsshow: Dexcom 5g unboxing and my review on it https://t.co/E6fQ74CaCi via @YouTube #Youtuber #YouTube #vlogger #vlog #diabetic…",FALSE,0,NA,2019-04-28 03:15:12,FALSE,NA,"1122338447275057152",NA,"<a href=""http://sabkabzaar.com/"" rel=""nofollow"">retweetbot sonia</a>","sabkabzaar",1,TRUE,FALSE,NA,NA
"7262","Lunch from home! It is #chickennuggets with #rice and lettuce! #diabetes #ironman703 #geelong703 #teamtobeat… https://t.co/bysaPvNcGU",FALSE,0,NA,2019-04-28 03:11:56,TRUE,NA,"1122337625379983363",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Katheri12291962",0,FALSE,FALSE,NA,NA
"7263","The failed cholesterol-obsession - The unspoken, forgotten issue: 
Missing the chance to identify actual multiple c… https://t.co/8sYN6QW6LT",FALSE,32,NA,2019-04-28 03:11:47,TRUE,NA,"1122337586259931141",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DietHeartNews",7,FALSE,FALSE,NA,NA
"7264","RT @FatEmperor: Calling #Irish and international community - I need to get on #RTE and counter this outrageous content - please retweet if…",FALSE,0,NA,2019-04-28 03:08:42,FALSE,NA,"1122336810359762945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LCHFRN",159,TRUE,FALSE,NA,NA
"7265","RT @ensembl: If you have a specific set of variants in the MC4R gene you're likely to #weigh less than the average person, and 50% less lik…",FALSE,0,NA,2019-04-28 03:06:22,FALSE,NA,"1122336224461631488",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","hernandopazo",7,TRUE,FALSE,NA,NA
"7266","RT @pmbjpbppi: Diabetes is considered as an incurable disease. However, recent developments, show that type 2 diabetes can be managed and,…",FALSE,0,NA,2019-04-28 03:03:16,FALSE,NA,"1122335444832673792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Manisha21190880",44,TRUE,FALSE,NA,NA
"7267","RT @pmbjpbppi: Diabetes currently affects more than 62 million Indians, which is around 7% of the adult population. PMBJP's wide range of m…",FALSE,0,NA,2019-04-28 03:03:09,FALSE,NA,"1122335416097501191",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Manisha21190880",36,TRUE,FALSE,NA,NA
"7268","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 03:01:39,FALSE,NA,"1122335037377208325",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GabrielKarlBach",81,TRUE,FALSE,NA,NA
"7269","RT @zigverve: Medical hemp oil and cannabis oil for diabetes

https://t.co/xsRQSKR8ji via @zigverve

#diabetes #cbdoil #hempoil #cannabis…",FALSE,0,NA,2019-04-28 03:00:07,FALSE,NA,"1122334652205797378",NA,"<a href=""http://www.kazpharma.com"" rel=""nofollow"">KazPharma</a>","PharmaKaz",11,TRUE,FALSE,NA,NA
"7270","#healthyliving Keto Diet Guide https://t.co/2eoDTobml5 #Bloodsugar #Diabetics #healthy #health #HealthyLiving #F4F… https://t.co/90yOvnstVy",FALSE,0,NA,2019-04-28 03:00:05,TRUE,NA,"1122334644739899393",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","_weightloss284",0,FALSE,FALSE,NA,NA
"7271","RT @EricTopol: A patient (w/o #diabetes) of mine, without my suggestion, got a glucose sensor and figured out how specific foods affect her…",FALSE,0,NA,2019-04-28 02:58:25,FALSE,NA,"1122334222868471808",NA,"<a href=""https://m1.t7w.co"" rel=""nofollow"">T7 App</a>","savvy_coop",152,TRUE,FALSE,NA,NA
"7272","Have a look at this Reverse Diabetes 100% Naturally https://t.co/y9pCDucmnJ #diabetes",FALSE,2,NA,2019-04-28 02:57:32,FALSE,NA,"1122334000826257408",NA,"<a href=""http://financecreditusa.com"" rel=""nofollow"">diabetesecretsz</a>","Diabetes_Secret",1,FALSE,FALSE,NA,NA
"7273","RT @FatEmperor: Wow! Walter Willit from #HarvardHealth - Admits that Carb is the Problem - not Fats! We are finally aligned! Thanks to Raul…",FALSE,0,NA,2019-04-28 02:54:20,FALSE,NA,"1122333195037335554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JennyWeyman",81,TRUE,FALSE,NA,NA
"7274","RT @Change: Do you know someone on #insulin? Over 100,000 people are rallying to curb rising insulin costs to make sure people who need the…",FALSE,0,NA,2019-04-28 02:53:45,FALSE,NA,"1122333048685481985",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","McdonaldMcdo54",23,TRUE,FALSE,NA,NA
"7275","Did you know...Having #prediabetes means your blood glucose (sugar) levels are higher than normal—but not high enou… https://t.co/4WBbm60XAS",FALSE,0,NA,2019-04-28 02:53:00,TRUE,NA,"1122332859388370944",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","incentahealth",0,FALSE,FALSE,NA,NA
"7276","RT @HangryPancreas: Skipping out of nutrition and into #diabetes tech featuring @RenzaS, @kaz_craw #DE19 https://t.co/I9tYXzmKlg",FALSE,0,NA,2019-04-28 02:44:16,FALSE,NA,"1122330661660925952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RooksLeAnne",1,TRUE,FALSE,NA,NA
"7277","RT @MHealthLab: A new study shows that people with complications of #diabetes were more likely to obtain #healthinsurance after the #ACA pr…",FALSE,0,NA,2019-04-28 02:43:32,FALSE,NA,"1122330478424596480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","clevelandSSI",95,TRUE,FALSE,NA,NA
"7278","RT @ChronicRights: This @Baylor women's basketball star battles opponents on the court, and #chronicdisease off of it - Read our profile of…",FALSE,0,NA,2019-04-28 02:38:10,FALSE,NA,"1122329128827523072",NA,"<a href=""http://www.chronicdiseasecoalition.com"" rel=""nofollow"">DialysisSaves</a>","DialysisSaves",2,TRUE,FALSE,NA,NA
"7279","RT @by_renia: Many studies have linked pasteurized milk consumption to diabetes. Would you like to know more?
#diabetes #rawfood #healthyli…",FALSE,0,NA,2019-04-28 02:36:45,FALSE,NA,"1122328770583638016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","michael28860823",1,TRUE,FALSE,NA,NA
"7280","Medical hemp oil and cannabis oil for diabetes

https://t.co/xsRQSKR8ji via @zigverve

#diabetes #cbdoil #hempoil… https://t.co/23fZqqEQbq",FALSE,18,NA,2019-04-28 02:31:57,TRUE,NA,"1122327564511399937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zigverve",11,FALSE,FALSE,NA,NA
"7281","Read, this insane #dblog ""Extreme Blood Sugars &amp; Managing Emotions"" Now: https://t.co/e3OZ6cbLmb #Diabetes #PWD #psychotherapy",FALSE,0,NA,2019-04-28 02:31:07,FALSE,NA,"1122327352225169408",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","DiabeticTalks",0,FALSE,FALSE,NA,NA
"7282","RT @WDD: The amount of nutrients in the diet of children with #diabetes depends on age, weight, activity and the medication they take. Lear…",FALSE,0,NA,2019-04-28 02:27:24,FALSE,NA,"1122326419076304897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OvaLombok",21,TRUE,FALSE,NA,NA
"7283","Last night my blood sugar was 332 and earlier today it was 47?!? What the hell #diabetes pick a fucking side and le… https://t.co/iEkV7ZxWgl",FALSE,1,NA,2019-04-28 02:26:13,TRUE,NA,"1122326119317946368",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mightyh0bbes",0,FALSE,FALSE,NA,NA
"7284","RT @kate_gajewska: Getting ready for the #T1Dglobal conference! Happy to represent Ireland 🇮🇪 and Poland 🇵🇱 in Costa Rica! 🇨🇷 up to 300 peo…",FALSE,0,NA,2019-04-28 02:19:33,FALSE,NA,"1122324440665272320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","irenep671",5,TRUE,FALSE,NA,NA
